step_id,model_type,scenario_id,latency_ms,emotional_valence,coherence_score,planning_effectiveness,behavioral_alignment,fact_recall,rule_adherence,persona_consistency,emotional_trajectory,sensory_integration,decision_consistency,memory_hits
13,Baseline,The_Best_Man’s_Toast,9789.9094,0.5,2,2,4,7,3,9,7,3,5,0
1,BrainCEMISID,The_Alithia-7_Pressure_Breach,41272.7037,0.3,9,8,3,10,5,9,8,1,9,2
1,Brain_No_Memory,The_Alithia-7_Pressure_Breach,22698.563,0.3,8,8,4,9,9,8,7,1,8,2
1,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,31899.4697,0,10,10,10,10,10,8,8,1,10,2
1,Baseline,The_Alithia-7_Pressure_Breach,4760.1101,0.5,10,10,7,10,10,3,2,1,9,0
2,BrainCEMISID,The_Alithia-7_Pressure_Breach,41988.5428,0.49,8,4,3,6,7,9,4,4,7,2
2,Brain_No_Memory,The_Alithia-7_Pressure_Breach,23130.8467,0.49,5,4,3,2,6,7,3,2,4,2
2,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,38203.6873,0,9,6,6,8,10,8,7,6,9,2
2,Baseline,The_Alithia-7_Pressure_Breach,9136.6492,0.5,6,5,1,5,2,1,1,2,4,0
3,BrainCEMISID,The_Alithia-7_Pressure_Breach,44961.974,0.67,8,4,3,9,7,9,8,4,4,2
3,Brain_No_Memory,The_Alithia-7_Pressure_Breach,23530.0377,0.67,9,8,9,8,9,9,8,4,9,2
3,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,37894.072,0,8,3,3,9,7,8,7,5,3,2
3,Baseline,The_Alithia-7_Pressure_Breach,9608.2725,0.5,8,9,8,8,10,3,4,1,10,0
4,BrainCEMISID,The_Alithia-7_Pressure_Breach,44211.8691,0.712,8,6,3,6,8,4,4,5,7,2
4,Brain_No_Memory,The_Alithia-7_Pressure_Breach,23323.7101,0.712,6,4,2,3,4,3,3,5,5,2
4,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,38828.4567,0,9,6,3,5,8,3,1,4,8,2
4,Baseline,The_Alithia-7_Pressure_Breach,9354.7776,0.5,3,5,2,6,4,2,3,4,6,0
5,BrainCEMISID,The_Alithia-7_Pressure_Breach,42762.8579,0.7372,10,8,7,10,10,10,8,6,10,2
5,Brain_No_Memory,The_Alithia-7_Pressure_Breach,25022.0865,0.7372,8,8,4,9,9,7,6,3,8,2
5,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,35183.9037,0,10,8,5,10,10,8,6,7,10,2
5,Baseline,The_Alithia-7_Pressure_Breach,10077.7977,0.5,2,2,1,3,1,1,1,2,3,0
6,BrainCEMISID,The_Alithia-7_Pressure_Breach,43510.2252,0.75232,9,5,8,7,9,9,8,4,8,2
6,Brain_No_Memory,The_Alithia-7_Pressure_Breach,23265.0864,0.77296,8,2,5,9,1,9,7,2,4,2
6,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,36665.6779,0,8,6,5,8,8,4,3,2,6,2
6,Baseline,The_Alithia-7_Pressure_Breach,9836.1493,0.5,5,3,1,6,2,1,1,2,2,0
7,BrainCEMISID,The_Alithia-7_Pressure_Breach,40733.5999,0.781276,9,7,10,10,10,9,8,6,10,2
7,Brain_No_Memory,The_Alithia-7_Pressure_Breach,23675.2007,0.792628,6,5,6,8,8,8,4,3,7,2
7,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,35912.9186,0,6,2,2,9,5,2,1,1,3,2
7,Baseline,The_Alithia-7_Pressure_Breach,9245.0734,0.5,3,2,1,5,2,1,2,2,1,0
8,BrainCEMISID,The_Alithia-7_Pressure_Breach,43461.2063,0.7787656,9,8,7,9,10,9,8,5,9,2
8,Brain_No_Memory,The_Alithia-7_Pressure_Breach,23159.5959,0.7855768,7,5,5,5,7,7,6,2,7,2
8,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,36897.646,0,10,10,9,8,10,8,8,1,10,2
8,Baseline,The_Alithia-7_Pressure_Breach,9021.7504,0.5,8,5,3,7,8,5,4,4,6,0
9,BrainCEMISID,The_Alithia-7_Pressure_Breach,41666.4572,0.79582108,9,6,9,10,7,9,8,5,9,2
9,Brain_No_Memory,The_Alithia-7_Pressure_Breach,23730.0392,0.79956724,8,7,8,9,6,9,9,6,7,2
9,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,39548.1206,0,9,8,9,10,7,8,8,2,10,2
9,Baseline,The_Alithia-7_Pressure_Breach,9291.9493,0.5,6,2,1,9,3,1,1,1,5,0
10,BrainCEMISID,The_Alithia-7_Pressure_Breach,39966.5471,0.82291054,8,4,6,10,9,9,7,3,9,2
10,Brain_No_Memory,The_Alithia-7_Pressure_Breach,22554.6006,0.82478362,4,3,2,9,4,8,7,4,1,2
10,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,37223.3547,0,5,4,1,10,4,2,1,3,6,2
10,Baseline,The_Alithia-7_Pressure_Breach,9090.0856,0.5,6,5,2,7,3,2,3,5,5,0
11,BrainCEMISID,The_Alithia-7_Pressure_Breach,41306.4509,0.803746324,10,10,10,10,10,9,9,4,10,2
11,Brain_No_Memory,The_Alithia-7_Pressure_Breach,22548.5445,0.804870172,9,10,10,8,9,9,9,3,9,2
11,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,36800.4257,0,9,9,10,10,10,6,5,3,10,2
11,Baseline,The_Alithia-7_Pressure_Breach,9239.8824,0.5,2,2,1,6,1,1,2,1,1,0
12,BrainCEMISID,The_Alithia-7_Pressure_Breach,41888.1083,0.7749351106,7,6,5,6,8,8,7,1,8,2
12,Brain_No_Memory,The_Alithia-7_Pressure_Breach,22534.8164,0.7756656118,8,10,9,7,9,9,9,5,9,2
12,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,34694.274,0,9,10,9,8,10,8,8,5,10,2
12,Baseline,The_Alithia-7_Pressure_Breach,9037.0969,0.5,9,9,8,9,10,7,7,3,10,0
13,BrainCEMISID,The_Alithia-7_Pressure_Breach,40789.6524,0.6624415995,9,4,2,8,7,6,2,2,8,2
13,Brain_No_Memory,The_Alithia-7_Pressure_Breach,22891.9748,0.6670270402,8,8,8,1,9,10,8,3,9,2
13,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,35676.1556,0,9,5,2,8,3,6,1,3,8,2
13,Baseline,The_Alithia-7_Pressure_Breach,9158.4283,0.5,2,2,7,6,3,8,6,4,8,0
1,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,38742.8754,0.45,9,10,9,10,10,9,8,1,10,2
1,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,22349.213,0.45,9,10,10,9,9,9,9,1,9,2
1,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,34157.6263,0,9,10,10,10,10,7,6,1,10,2
1,Baseline,Andean_Disaster_Response:_Autonomous_Triage,4827.4109,0.5,10,10,10,10,10,4,5,1,10,0
2,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,41832.9665,0.51,9,8,7,10,9,9,8,4,9,2
2,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,24368.7138,0.51,7,7,8,0,3,9,8,6,8,2
2,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,34876.3615,0,9,7,5,10,10,8,6,5,9,2
2,Baseline,Andean_Disaster_Response:_Autonomous_Triage,9173.9042,0.5,8,8,4,1,2,9,4,7,9,0
3,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,41430.1929,0.648,8,2,8,7,3,9,9,3,4,2
3,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,23338.631,0.648,6,2,7,1,2,8,8,1,4,2
3,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,36104.9646,0,3,2,2,6,3,8,4,4,3,2
3,Baseline,Andean_Disaster_Response:_Autonomous_Triage,9851.5968,0.5,7,10,10,10,10,9,10,3,10,0
4,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,39914.7283,0.694,7,4,3,7,5,3,4,2,4,2
4,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,23901.8695,0.694,3,2,1,1,1,2,3,2,2,2
4,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,35727.9058,0,4,3,2,4,3,1,1,2,3,2
4,Baseline,Andean_Disaster_Response:_Autonomous_Triage,10310.8982,0.5,5,2,1,3,4,1,1,2,4,0
5,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,41566.3331,0.7492,7,2,1,9,2,8,6,3,4,2
5,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,22826.1144,0.7492,4,1,1,9,1,6,4,2,2,2
5,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,39173.1082,0,6,2,1,9,2,5,3,2,4,2
5,Baseline,Andean_Disaster_Response:_Autonomous_Triage,9019.3004,0.5,6,7,2,10,9,1,2,1,7,0
6,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,45522.9625,0.77956,7,4,9,6,9,10,9,2,9,2
6,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,22782.1762,0.77956,6,3,8,7,2,8,7,3,7,2
6,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,36223.7618,0,9,7,10,8,9,8,7,2,10,2
6,Baseline,Andean_Disaster_Response:_Autonomous_Triage,9101.2687,0.5,2,3,1,4,2,1,1,1,2,0
7,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,40511.654,0.777736,8,7,7,9,10,8,6,4,9,2
7,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,24305.8098,0.777736,8,8,9,9,9,9,8,5,9,2
7,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,36057.9449,0,9,7,9,10,10,8,7,6,10,2
7,Baseline,Andean_Disaster_Response:_Autonomous_Triage,8940.212,0.5,3,2,1,5,2,1,1,1,2,0
8,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,40674.506,0.7580284,9,7,8,9,9,9,8,3,9,2
8,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,23119.7626,0.7580284,7,3,4,6,6,7,7,2,4,2
8,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,38397.762,0,7,4,5,6,6,4,2,2,6,2
8,Baseline,Andean_Disaster_Response:_Autonomous_Triage,9326.6193,0.5,5,3,6,9,8,9,8,3,5,0
9,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,41436.9674,0.729325024,8,6,10,10,10,9,8,1,10,2
9,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,22189.4325,0.729325024,7,3,2,9,4,7,6,1,3,2
9,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,38449.9246,0,4,2,1,9,1,4,5,1,2,2
9,Baseline,Andean_Disaster_Response:_Autonomous_Triage,9254.5214,0.5,3,2,1,8,2,1,1,1,1,0
10,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,42601.3264,0.755811715,10,10,7,10,10,10,9,3,10,2
10,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,23016.1531,0.755811715,8,8,7,9,9,9,8,1,8,2
10,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,35672.6387,0,9,9,3,10,10,6,3,2,9,2
10,Baseline,Andean_Disaster_Response:_Autonomous_Triage,8415.7071,0.5,4,8,2,10,5,2,4,2,7,0
11,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,41149.3124,0.8029058575,6,7,1,8,1,9,8,3,1,2
11,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,23316.9705,0.8029058575,9,10,10,8,9,9,9,3,9,2
11,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,37076.2578,0,7,9,1,5,1,7,7,3,2,2
11,Baseline,Andean_Disaster_Response:_Autonomous_Triage,9036.2977,0.5,10,10,10,10,10,9,9,6,10,0
12,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,42802.8481,0.7708240805,9,10,10,9,10,10,9,1,10,2
12,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,22937.3183,0.7708240805,7,5,4,8,9,8,7,1,9,2
12,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,35712.4964,0,9,10,3,10,10,8,8,3,10,2
12,Baseline,Andean_Disaster_Response:_Autonomous_Triage,8951.5423,0.5,9,8,9,10,10,6,8,3,10,0
13,BrainCEMISID,Andean_Disaster_Response:_Autonomous_Triage,41149.1482,0.6966592644,9,8,6,7,9,8,7,1,9,2
13,Brain_No_Memory,Andean_Disaster_Response:_Autonomous_Triage,24542.4273,0.6966592644,8,8,7,7,8,9,7,1,7,2
13,Brain_No_Emotion,Andean_Disaster_Response:_Autonomous_Triage,37894.6623,0,9,8,6,8,9,6,6,1,8,2
13,Baseline,Andean_Disaster_Response:_Autonomous_Triage,9149.4347,0.5,8,9,9,7,9,10,10,7,9,0
1,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,37618.5881,0.2,8,6,3,10,10,2,3,1,6,2
1,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,23045.1059,0.2,8,9,4,9,9,5,4,1,9,2
1,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,32872.0133,0,9,10,10,10,10,8,7,1,9,2
1,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,5643.1975,0.5,9,10,10,10,10,8,8,1,10,0
2,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,41078.3933,0.3,9,5,8,2,9,9,9,2,9,2
2,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,24571.4006,0.3,7,7,9,7,8,9,9,6,8,2
2,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,36052.1464,0,8,6,8,1,9,8,8,6,8,2
2,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,9004.5309,0.5,9,6,2,8,4,4,2,6,7,0
3,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,41101.4538,0.45,8,5,2,2,4,6,4,2,4,2
3,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,22552.5909,0.45,7,6,4,6,4,7,4,3,5,2
3,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,36669.8057,0,9,8,6,7,9,8,6,5,8,2
3,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,9300.9955,0.5,8,6,3,6,3,7,4,2,7,0
4,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,40568.6507,0.615,8,4,9,6,10,9,9,4,9,2
4,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,23788.7963,0.615,8,5,6,8,9,9,8,7,7,2
4,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,36081.5468,0,8,4,8,6,7,8,7,6,7,2
4,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,9109.1406,0.5,9,7,9,9,10,3,8,7,9,0
5,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,41556.4547,0.572,9,8,9,8,10,10,9,8,9,2
5,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,23349.793,0.572,8,7,3,8,9,9,8,5,8,2
5,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,36340.1858,0,7,4,2,8,7,7,7,6,4,2
5,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,9417.0421,0.5,10,8,3,10,8,10,9,9,10,0
6,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,40259.3785,0.5954,9,6,8,9,10,9,8,4,9,2
6,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,23376.2044,0.5954,8,6,8,3,6,9,8,3,8,2
6,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,37097.5393,0,9,7,10,9,10,8,7,2,9,2
6,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,8698.0077,0.5,10,9,7,10,10,9,9,6,10,0
7,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,43282.907,0.69497,9,6,9,8,6,8,8,4,8,2
7,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,22484.7462,0.69497,8,6,9,8,8,9,8,4,7,2
7,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,35882.4094,0,1,1,1,1,1,0,0,1,1,2
7,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,9333.1422,0.5,8,7,7,6,9,2,5,1,8,0
8,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,40951.6691,0.7042305,8,4,4,10,5,3,5,8,5,2
8,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,23380.6394,0.7042305,9,9,10,9,9,10,9,8,9,2
8,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,36604.7159,0,9,8,8,10,9,8,7,9,9,2
8,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,9390.8359,0.5,2,2,1,4,2,1,1,2,1,0
9,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,42247.2913,0.5790883,8,5,7,7,8,6,4,1,7,2
9,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,22623.25,0.59445145,7,3,6,8,6,9,6,3,7,2
9,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,36788.5444,0,8,5,4,9,8,6,2,4,7,2
9,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,8987.1239,0.5,8,8,4,8,9,2,4,3,9,0
10,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,40384.2438,0.685998565,8,2,4,7,9,7,3,3,6,2
10,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,23472.8951,0.6944482975,8,6,8,9,9,10,9,5,8,2
10,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,35187.4369,0,5,2,4,8,9,6,1,2,3,2
10,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,9055.9053,0.5,8,5,2,9,9,1,2,2,6,0
11,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,43637.1257,0.7447992108,4,1,2,6,1,4,2,1,1,2
11,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,22425.3891,0.7494465636,5,2,2,5,2,5,4,3,1,2
11,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,36075.5841,0,6,4,4,7,8,4,1,2,8,2
11,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,9112.3308,0.5,9,8,9,9,10,9,8,6,10,0
12,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,41323.5644,0.6701921479,5,4,3,8,7,4,2,1,5,2
12,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,22801.8572,0.662970682,7,9,7,9,9,8,7,4,9,2
12,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,35304.7598,0,5,6,2,8,9,5,1,3,8,2
12,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,8957.2326,0.5,8,7,2,9,8,2,1,3,7,0
13,BrainCEMISID,Operation_Sylvan_Shield:_The_Silent_Forest,42868.6681,0.6641345035,7,4,2,3,5,6,3,3,5,2
13,Brain_No_Memory,Operation_Sylvan_Shield:_The_Silent_Forest,24009.0152,0.6590794774,7,6,3,4,8,8,7,3,8,2
13,Brain_No_Emotion,Operation_Sylvan_Shield:_The_Silent_Forest,36001.3851,0,8,8,9,8,10,7,7,1,9,2
13,Baseline,Operation_Sylvan_Shield:_The_Silent_Forest,8968.605,0.5,2,2,2,8,5,9,4,5,7,0
1,BrainCEMISID,The_High-Pressure_Monday_Morning,41114.1107,0.35,9,7,4,8,6,9,9,1,9,2
1,Brain_No_Memory,The_High-Pressure_Monday_Morning,24916.9561,0.35,9,10,10,9,9,10,10,2,9,2
1,Brain_No_Emotion,The_High-Pressure_Monday_Morning,33831.9581,0,10,10,10,10,10,8,8,1,10,2
1,Baseline,The_High-Pressure_Monday_Morning,5783.2607,0.5,10,9,10,10,10,5,6,1,10,0
2,BrainCEMISID,The_High-Pressure_Monday_Morning,43901.2499,0.52,10,9,4,10,10,7,4,1,10,2
2,Brain_No_Memory,The_High-Pressure_Monday_Morning,23127.725,0.52,9,9,7,9,9,10,8,1,9,2
2,Brain_No_Emotion,The_High-Pressure_Monday_Morning,37391.0748,0,3,3,3,1,3,2,0,1,3,2
2,Baseline,The_High-Pressure_Monday_Morning,7101.2797,0.5,10,8,3,10,10,5,3,1,10,0
3,BrainCEMISID,The_High-Pressure_Monday_Morning,42316.5108,0.622,9,8,9,8,10,10,9,9,10,2
3,Brain_No_Memory,The_High-Pressure_Monday_Morning,23492.0158,0.622,8,7,9,7,9,9,9,4,8,2
3,Brain_No_Emotion,The_High-Pressure_Monday_Morning,36673.4015,0,9,6,5,8,10,8,6,4,8,2
3,Baseline,The_High-Pressure_Monday_Morning,8753.5609,0.5,8,6,2,7,3,5,3,6,6,0
4,BrainCEMISID,The_High-Pressure_Monday_Morning,42105.9168,0.5512,7,3,3,7,6,4,3,3,3,2
4,Brain_No_Memory,The_High-Pressure_Monday_Morning,24210.2427,0.5512,9,9,9,4,9,10,8,2,9,2
4,Brain_No_Emotion,The_High-Pressure_Monday_Morning,36589.1875,0,8,6,6,4,8,8,5,3,9,2
4,Baseline,The_High-Pressure_Monday_Morning,9137.5732,0.5,3,4,2,5,2,1,3,2,4,0
5,BrainCEMISID,The_High-Pressure_Monday_Morning,42620.9001,0.52096,6,2,1,9,1,8,7,7,1,2
5,Brain_No_Memory,The_High-Pressure_Monday_Morning,24439.2477,0.52096,9,9,10,9,9,10,9,8,9,2
5,Brain_No_Emotion,The_High-Pressure_Monday_Morning,37230.5779,0,10,10,10,10,10,8,8,7,10,2
5,Baseline,The_High-Pressure_Monday_Morning,8968.7029,0.5,6,5,7,10,8,9,8,3,7,0
6,BrainCEMISID,The_High-Pressure_Monday_Morning,44637.585,0.465316,9,6,7,8,9,10,9,5,9,2
6,Brain_No_Memory,The_High-Pressure_Monday_Morning,23368.4757,0.496768,8,6,5,6,6,10,9,4,8,2
6,Brain_No_Emotion,The_High-Pressure_Monday_Morning,39323.7601,0,9,6,4,1,6,8,7,5,8,2
6,Baseline,The_High-Pressure_Monday_Morning,9234.3435,0.5,8,6,1,6,1,2,4,3,7,0
7,BrainCEMISID,The_High-Pressure_Monday_Morning,44856.694,0.6234238,5,4,8,2,7,9,7,1,8,2
7,Brain_No_Memory,The_High-Pressure_Monday_Morning,23169.4881,0.6407224,6,4,6,4,5,9,8,2,6,2
7,Brain_No_Emotion,The_High-Pressure_Monday_Morning,36737.0719,0,7,4,5,6,4,4,6,1,6,2
7,Baseline,The_High-Pressure_Monday_Morning,9488.4641,0.5,7,4,3,8,3,2,4,1,4,0
8,BrainCEMISID,The_High-Pressure_Monday_Morning,42874.8784,0.60506785,6,2,3,3,2,8,8,2,4,2
8,Brain_No_Memory,The_High-Pressure_Monday_Morning,25648.0916,0.66896956,8,8,5,1,2,9,9,5,8,2
8,Brain_No_Emotion,The_High-Pressure_Monday_Morning,37243.4131,0,10,10,10,8,10,9,9,10,10,2
8,Baseline,The_High-Pressure_Monday_Morning,9083.2165,0.5,7,6,5,4,4,4,7,1,6,0
9,BrainCEMISID,The_High-Pressure_Monday_Morning,44086.4162,0.63856576,8,5,4,4,6,8,7,3,8,2
9,Brain_No_Memory,The_High-Pressure_Monday_Morning,22950.2103,0.663278692,8,7,8,5,8,9,8,4,8,2
9,Brain_No_Emotion,The_High-Pressure_Monday_Morning,36559.1862,0,7,2,3,2,5,5,4,3,6,2
9,Baseline,The_High-Pressure_Monday_Morning,9153.4651,0.5,9,8,7,10,9,8,8,4,9,0
10,BrainCEMISID,The_High-Pressure_Monday_Morning,42891.3915,0.6545558718,6,3,3,1,3,7,8,4,5,2
10,Brain_No_Memory,The_High-Pressure_Monday_Morning,24122.3262,0.6836311498,9,9,10,7,9,9,9,3,9,2
10,Brain_No_Emotion,The_High-Pressure_Monday_Morning,36966.905,0,5,2,2,1,2,4,2,1,3,2
10,Baseline,The_High-Pressure_Monday_Morning,9247.2081,0.5,9,9,8,8,10,4,4,1,9,0
11,BrainCEMISID,The_High-Pressure_Monday_Morning,45005.9014,0.6779613166,8,6,3,1,7,7,5,3,6,2
11,Brain_No_Memory,The_High-Pressure_Monday_Morning,25790.8201,0.6968602474,8,8,7,0,8,9,9,7,8,2
11,Brain_No_Emotion,The_High-Pressure_Monday_Morning,38428.1046,0,7,6,5,4,7,5,5,1,7,2
11,Baseline,The_High-Pressure_Monday_Morning,9250.2922,0.5,4,3,1,2,2,1,2,1,3,0
12,BrainCEMISID,The_High-Pressure_Monday_Morning,45542.8418,0.71677679,5,5,4,8,5,6,7,1,4,2
12,Brain_No_Memory,The_High-Pressure_Monday_Morning,23513.7542,0.7281161484,3,5,3,7,3,7,6,2,3,2
12,Brain_No_Emotion,The_High-Pressure_Monday_Morning,37817.6154,0,3,4,3,8,2,7,6,3,2,2
12,Baseline,The_High-Pressure_Monday_Morning,9438.7546,0.5,2,2,1,4,3,1,2,1,2,0
13,BrainCEMISID,The_High-Pressure_Monday_Morning,43908.6794,0.56677679,5,3,4,5,4,9,8,3,8,2
13,Brain_No_Memory,The_High-Pressure_Monday_Morning,26550.4091,0.5781161484,4,3,6,3,3,9,9,2,7,2
13,Brain_No_Emotion,The_High-Pressure_Monday_Morning,38317.575,0,4,2,2,6,2,8,2,1,5,2
13,Baseline,The_High-Pressure_Monday_Morning,9196.0323,0.5,3,2,2,4,2,1,4,1,3,0
1,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,40998.9127,0.4,10,10,10,10,10,10,9,1,10,2
1,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,22710.017,0.4,9,9,10,9,9,10,9,1,9,2
1,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,33470.7099,0,10,6,5,7,10,8,7,1,10,2
1,Baseline,Municipal_Data_Center_Zero-Day_Response,5359.3298,0.5,10,8,6,10,10,2,2,1,8,0
2,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,42291.6714,0.5875,10,10,10,9,10,10,10,9,10,2
2,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,24217.7485,0.5875,8,7,4,7,7,8,7,4,8,2
2,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,37625.5657,0,9,8,6,7,9,8,7,4,9,2
2,Baseline,Municipal_Data_Center_Zero-Day_Response,9090.3713,0.5,9,8,7,7,9,9,8,4,9,0
3,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,42327.2051,0.690625,9,8,9,10,10,10,9,1,10,2
3,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,22644.2137,0.690625,8,7,9,6,9,10,9,1,9,2
3,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,38071.9032,0,9,9,10,8,10,9,8,1,10,2
3,Baseline,Municipal_Data_Center_Zero-Day_Response,8129.9101,0.5,9,7,4,6,10,3,3,1,7,0
4,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,42790.6579,0.74734375,9,8,9,7,9,8,7,1,9,2
4,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,27731.1778,0.74734375,6,5,4,0,2,6,5,1,5,2
4,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,36975.9063,0,8,4,3,7,3,5,3,1,4,2
4,Baseline,Municipal_Data_Center_Zero-Day_Response,9237.1614,0.5,10,9,10,6,10,9,8,2,10,0
